Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Lamha Lamha,Amit Mishra,Bollywood Romantic,Sargoshiyan,9.0
Kaisi Yeh Judai Hain,Falak Shabir,Bollywood Sad,Jannat,9.7
Chaudhvin Ka Chand,Mohammed Rafi,Bollywood Romantic,Chaudhvin Ka Chand,9.2
Jeth Ki Dophar Mein,"Kumar Sanu, Poornima",Bollywood Romantic,Coolie No. 1,8.2
Jingle Jingle,"Farhid, Master Saleem, Mohit Chauhan",Bollywood Dance,Badmaash Company,9.4
Gadbad Ho Gayee,"Amit Kumar, Jolly, Kavita Krishnamurthy",Bollywood Dance,Chaalbaaz,8.9
Hamare Gaon Koi,"Asha Bhosle, Lata Mangeshkar",Bollywood Dance,Professor,8.6
Blue (Theme),"Dilshad, Jaspeert Singh, Neha Kakkar, Raqeeb Aalam, Sonu Kakkar",Bollywood Dance,Blue,9.5
Main Kya Hoon,KK,Bollywood Dance,Love Aj Kal,9.5
Chand Si Mehbooba Ho Meri,Mukesh,Bollywood Romantic,Himalay Ki Godmein,9.1
Dagariyo Chalo,"Alka Yagnik, Udit Narayan",Bollywood Dance,Chalte Chalte,9.4
Daaru Band Kal Se,"Sonu Nigam, Teesha Nigam",Bollywood Dance,Singh Saab The Great,8.9
Adhoore Tum Adhoore Hum,"Alyssa Mendonsa, Vishal Dadlani",Bollywood Dance,Break Up Ke Baad,9.6
Hai Rama,"Hariharan, Swarnalatha",Bollywood Dance,Rangeela,9.1
Madhuban Mein Radhika Nache Re,Mohammed Rafi,Bollywood Dance,Kohinoor,9.0
Main khiladi Tu Anari,"Abhijeet, Anu Malik",Bollywood Dance,Main Khiladi Tu Anari,8.9
Main Pal Do Pal Ka Shayar,Mukesh,Bollywood Sad,Kabhi Kabhie,9.0
Aashiyana,Salim Merchant,Bollywood Dance,Fashion,9.2
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",Bollywood Dance,Ajnabee,9.3
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",Bollywood,Ajnabee,9.3
Lapak Jhapak,"Armaan Malik, Siddharth Mahadevan, Yashita Sharma",Bollywood Dance,Ghayal Once Again,9.0
Koi Mil Gaya,"K. S. Chithra, Udit Narayan",Bollywood Romantic,Koi Mil Gaya,9.2
Senorita,"Abhay Deol, Farhan Akhtar, Hrithik Roshan",Bollywood Dance,Zindagi Na Milegi Dobara,9.5
Ek Onkaar,Harshdeep Kaur,Bollywood Devotional,Rang De Basanti,9.7
Twinkle Twinkle,"Rana Mazumder, Shreya Ghoshal",Bollywood Dance,The Dirty Picture,7.8
Chupke Se Sun,"Alka Yagnik, Udit Narayan",Bollywood Romantic,Mission Kashmir,9.4
Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",Bollywood Romantic,Johny Mera Naam,8.3
The Dirty Mashup,Multiple,Bollywood Dance,Single,8.8
Love Ka The End,Aditi Singh Sharma,Bollywood,Love Ka The End,9.7
Mene Lagan Lagi,Jaspinder Nirula,Bollywood Sad,Dil Kya Kare,8.9
Teri Kasam Main Hoon,Vinod Rathod,Bollywood Dance,Prem Granth,7.4
Chahe Zubaan,Sonu Nigam,Bollywood Romantic,Dil Hai Tumhaara,9.2
Mujhe Tu Jo Mila,Aaman Trikha,Bollywood Romantic,Khel To Abb Shuru Hoga,8.6
Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",Bollywood Dance,Roop Ki Rani Choron Ka Raja,8.8
Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",Bollywood Sad,Housefull 3,9.0
Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",Bollywood Dance,Shaadi Ke Side Effects,9.1
Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Junglee,8.1
Desi Romance,"Arijit Singh, Suchi",Bollywood Dance,Shaadi Ke Side Effects,9.2
Do Hanson Ka Joda,Lata Mangeshkar,Bollywood Sad,Gunga Jumna,8.3
Taki Oh Taki,"Asha Bhosle, Kishore Kumar",Bollywood Dance,Himmatwala,8.3
Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",Bollywood Dance,Himmatwala,8.3
Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",Bollywood Dance,Yeh Raaste Hain Pyaar Ke,8.7
Pinjra Tod Ke,Sunidhi Chauhan,Bollywood,Simran,9.3
Mere Buddy,"Amitabh Bachchan, Armaan Malik",Bollywood Dance,Bhoothnath,9.2
Chugliyaan,"Javed Ali, Sahir Ali Bagga",Bollywood Dance,Once Upon A Time In Mumbaai Dobara,9.0
Mohe Chedo Na,Lata Mangeshkar,Bollywood Dance,Lamhe,9.0
Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Ishq Vishk,9.1
Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",Bollywood Romantic,Saajan,8.8
O Mehbooba,Mukesh,Bollywood Romantic,Sangam,8.7
Alcholic (Remix),Yo Yo Honey Singh,Bollywood Dance,The Shaukeens,9.4
Pehli Baar Mile Hain,S.P. Balasubrahmanyam,Bollywood Dance,Saajan,9.1
Main Hoon No 1 Gawaiya,"Kunal Ganjawala, Satyanarayan, Satyanarayan Mishra, Vinod Rathod",Bollywood,Saajan Chale Sasural,8.8
Tu,"Papon, Shreya Ghoshal",Bollywood Romantic,Bobby Jasoos,9.5
Rab Ka Shukrana,Mohit Chauhan,Bollywood Romantic,Jannat 2,9.6
Ek But Banaoonga,Mohammed Rafi,Bollywood Romantic,Asli Naqli,8.9
Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",Bollywood Romantic,Citylights,9.6
Naina Milaike,"Madhushree, Sadhana Sargam",Bollywood Dance,Saathiya,9.4
Full Jhol,"Akasa Singh, Mika Singh",Bollywood Dance,Jackpot,8.6
O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",Bollywood Dance,Omkara,9.3
Awara Hoon,Mukesh,Bollywood Dance,Awaara,9.3
Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",Bollywood Romantic,Coolie No. 1,8.6
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",Bollywood Dance,Yaariyan,9.2
In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",Bollywood Dance,Koi Mil Gaya,9.1
Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",Bollywood Dance,Happy New Year,9.1
Mere Mehboob Tujhe,Mohammed Rafi,Bollywood Sad,Mere Mehboob,9.1
Naam Mera Premkali,Kavita Krishnamurthy,Bollywood Dance,Chaalbaaz,9.1
Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",Bollywood Dance,Dabangg,9.2
Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",Bollywood Dance,Dabangg,9.2
Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Saajan Chale Sasural,8.3
Bana Ke Kyon Bigada Re,Lata Mangeshkar,Bollywood Sad,Zanjeer,8.1
Mausam Hai Bada Qatil,Sonu Nigam,Bollywood Dance,Chup Chup Ke,9.1
Ram Narayan Baaja Bajaata,Udit Narayan,Bollywood Dance,Saajan Chale Sasural,8.9
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",Bollywood Dance,Dil To Pagal Hai,9.1
Yeh Joker,"Shweta Pandit, Sonu Nigam",Bollywood Dance,Joker,9.3
Ae Mohabbat Zindabad,Mohammed Rafi,Bollywood Sad,Mughal-E-Azam,9.1
Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",Bollywood Dance,Kill Dil,9.6
Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",Bollywood Sad,Mere Mehboob,8.9
Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",Bollywood Romantic,Soldier,9.3
Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Khuddar,9.1
Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",Bollywood Dance,Dayavan,7.7
Vadiya,Amit Trivedi,Bollywood Dance,Udta Punjab,9.2
Sukh Karta (Ganpati Aarti),Amit Mishra,Bollywood Devotional,Atithi Tum Kab Jaoge,9.2
O Sathiya,"Alka Yagnik, Udit Narayan",Bollywood Dance,Saaya,9.3
Chuee Muee,"Asha Bhosle, Mohammed Aziz",Bollywood Romantic,Himmat Aur Mehanat,8.8
Flip Your Collar Back,Benny Dayal,Bollywood Dance,Raja Natwarlal,9.5
In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",Bollywood Dance,Kya Kehna,9.1
Mahek Bhi,Shreya Ghoshal,Bollywood Romantic,Aiyyaa,9.6
Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",Bollywood Dance,Ungli,9.2
Do Dilon Ke,"Hariharan, Shreya Ghoshal",Bollywood Patriotic Sad,Partition 1947,9.4
Mere Angne Mein,Amitabh Bachchan,Bollywood Dance,Laawaris,9.2
Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",Bollywood Romantic,Judaai,8.9
Saiyyan,"Aaman Trikha, Swati Sharma",Bollywood Romantic,1:13:7 Ek Tera Saath,9.5
Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",Bollywood Dance,Laadla,9.1
Sehra,Ankit Tiwari,Bollywood Romantic,Do Lafzon Ki Kahani,9.5
Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",Bollywood Dance,Chaudhvin Ka Chand,8.5
Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",Bollywood Romantic,Dushman,9.3
Dil Darbadar,Ankit Tiwari,Bollywood Sad,PK,9.3
Rind Posh Maal,Shankar Mahadevan,Bollywood Dance,Mission Kashmir,8.9
Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",Bollywood Dance Romantic,Ek Paheli Leela,9.0
Kaun Hai Woh,"Alisha Chinai, Udit Narayan",Bollywood Dance,Ishq Vishk,9.4
Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",Bollywood Dance,Raju Chacha,9.2
Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Ghulam,8.9
Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",Bollywood Dance,Rascals,9.4
Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Hum Hai Rahi Pyaar Ke,9.1
Ali Maula,Salim Merchant,Bollywood Motivational,Kurbaan,9.5
Yaara Yaara,"Alka Yagnik, Udit Narayan",Bollywood Dance,Hum Tum,9.5
Kahin Se Aayi Rani – Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",Bollywood Dance,Raju Chacha,9.1
Khuda Nigheban Ho,Lata Mangeshkar,Bollywood Sad,Mughal-E-Azam,9.0
Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",Bollywood Romantic,Break Up Ke Baad,9.6
Chheda Mera Dil Ne Tarana,Mohammed Rafi,Bollywood Dance,Asli Naqli,9.0
Beliya,"Aditi Paul, Armaan Malik",Bollywood Romantic,Mehrunisa V Lub U,8.9
Mahi,"Harshdeep Kaur, Shabab Sabri",Bollywood Sad,Irada,9.6
Aisa Deewana,Sonu Nigam,Bollywood Romantic,Dil Maange More,9.2
Har Har Gange,Aaman Trikha,Bollywood Dance,Bhoothnath Returns,9.0
Khambe Jaisi Khadi Hai,Udit Narayan,Bollywood Dance Romantic,Dil,9.0
Saawan Mein Lag Gayi Aag,Mika Singh,Bollywood Dance,Woodstock Villa,8.8
Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",Bollywood Romantic,Action Jackson,8.9
Aayi Re Aayi Re Khushi,Sunidhi Chauhan,Bollywood Dance,Khushi,9.2
Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",Bollywood Sad,Taare Zameen Par,9.6
Let It Be,Shaan,Bollywood Dance,Desi Boyz,9.3
Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",Bollywood Dance,Kurbaan,9.4
Badlapur,Multiple,Bollywood Dance,Badlapur,9.4
Jab Chaye Tera Jadoo,Kanika Kapoor,Bollywood Dance,Main Aur Charles,9.4
Gulon Mein Rang Bhare,Arijit Singh,Bollywood Sad,Haider,9.5
Main Hi Main Hoon,Suresh Wadkar,Bollywood Romantic,Ram Teri Ganga Maili,7.5
Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",Bollywood Dance,Jawani Diwani: A Youthful Joyride,9.2
Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",Bollywood Dance,Chup Chup Ke,9.4
Andaz Mera Mastana,Lata Mangeshkar,Bollywood Dance,Dil Apna Aur Preet Parai,8.4
Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",Bollywood Dance,Single,8.9
Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",Bollywood Dance,Housefull 2,8.5
Aao Na,Vishal Dadlani,Bollywood Dance,Haider,9.7
Tere Pyar Mein Dildar,Lata Mangeshkar,Bollywood Dance,Mere Mehboob,8.5
Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,Bollywood Sad,Anpadh,8.9
Jhelum,Vishal Bhardwaj,Bollywood Sad,Haider,9.6
Yaad Aayee,Adnan Sami,Bollywood Romantic,Muskaan,9.0
Yaari Yaari,Ram Sampath,Bollywood,Purani Jeans,9.7
Hai Jaana Hai Jaana,Sujatha Mohan,Bollywood Dance,Pukar,7.1
F.U.N. Fun Funaa,Ali Zafar,Bollywood Dance,Luv Ka The End,9.6
Muh Meetha Kara De,"Benny Dayal, Monali Thakur",Bollywood Dance,Rabba Main Kya Karoon,9.2
Mere Khwabon Ka,Udit Narayan,Bollywood Romantic,Jism,9.4
Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",Bollywood Patriotic,Karma,8.2
Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",Bollywood Dance,Kick,8.8
Poore Chand,Shail Hada,Bollywood Romantic,Goliyon Ki Rasleela Ram-leela,9.4
Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",Bollywood Dance,Mere Mehboob,8.3
O Maa Tujhe Salaam,Jagjit Singh,Bollywood Devotional,Khal Nayak,8.9
Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",Bollywood Dance,Mashaal,8.4
Aaja Mahiya,"Alka Yagnik, Udit Narayan",Bollywood Dance,Yaadein,9.3
O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Teesri Manzil,9.2
Mora Gora Ang Laile,Lata Mangeshkar,Bollywood Romantic,Bandini,9.4
Rangreza,"Abhijeet Sawant, Pragya Patra",Bollywood Romantic,Rangreza,8.6
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",Bollywood Dance,Yaariyan,8.8
Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",Bollywood Dance,Kaanchi,6.9
Sweety,"Aishwarya Nigam, Monali Thakur",Bollywood Dance,Bobby Jasoos,8.6
Sheher Mein,"Karthik, Mohit Chuahaan",Bollywood Dance,Rockstar,9.3
Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",Bollywood Dance,Ishq Vishk,9.2
Mitra,"Amitabh Bhattacharya, Salim Merchant",Bollywood Sad,Band Baaja Baaraat,9.5
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,Bollywood Motivational,Gunga Jumna,8.9
Tu Hi Tu,Ayushman Khurana,Bollywood Romance,Nautanki Saala,9.4
No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",Bollywood Dance,Chori Chori Chupke Chupke,9.0
Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",Bollywood Dance,Days Of Tafree,9.1
Aaur Main Khush Hoon,Ash King,Bollywood Dance,Kahaani 2,9.2
Alvida,Mohammed Irfan,Bollywood Romantic,Luv Shv Pyar Vyar,9.3
Bachalo Bachalo,"Alka Yagnik, Sonu Nigam",Bollywood Dance,Khullam Khulla Pyaar Karen,8.2
Tujhpe Fida,"Shraddha Pandit, Sulaiman Merchant",Bollywood Dance,Heroine,9.7
Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",Bollywood Dance,Sasural,8.6
Chittiyaan Kalaiyaan (Remix),"Kanika Kapoor, Meet Bros",Bollywood Dance,Roy,8.3
Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",Bollywood Dance,Mission Kashmir,8.9
Khul Kabhi Toh,Arijit Singh,Bollywood Romantic,Haider,9.5
Pankhon Ko,Salim Merchant,Bollywood Sad,Rocket Singh,9.6
Miliyo Re,"Monali Thakur, Rochak Kohli",Bollywood Sad,Monsoon Shootout,9.1
Maula Sun Le Re,Papon,Bollywood Sad,Madras Cafe,9.6
Sweeta,Adnan Sami,Bollywood Dance,Kill Dil,9.4
Hona Hai Kya,Ram Sampath,Bollywood Dance,Talaash,9.3
Ram Kare Aisa Ho Jaye,Mukesh,Bollywood Romantic,Milan,8.8
Catch Me If U Can,Amaal Mallik,Bollywood Dance,Force 2,9.1
Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",Bollywood Dance,Patthar Ke Phool,9.1
Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",Bollywood Sad,Hariyali Aur Rasta,8.9
Farrata,"Adityan, Armaan Malik",Bollywood Dance,Tumhari Sulu,6.3
Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",Bollywood Dance,Gardish,9.2
Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",Bollywood Dance,Gunday,8.7
Dushman Dil Ka Jo,Kavita Krishnamurthy,Bollywood Dance,Roop Ki Rani Choron Ka Raja,8.8
Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",Bollywood Dance,Zanjeer,8.7
Good Morning India,Sonu Nigam,Bollywood Dance,Khushi,9.1
Aap Aye To Khayal,Mahendra Kapoor,Bollywood Romantic,Gumrah,9.2
Holi Khelein,"Anmol Malik, Shreya Ghoshal",Bollywood Dance,Begum Jaan,9.3
Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood Dance,Mujhse Shaadi Karogi,9.0
Bekas Pe Karam Kijiye,Lata Mangeshkar,Bollywood Sad,Mughal-E-Azam,9.1
Haath Chhute Bhi,Jagjit Singh,Bollywood Sad,Pinjar,9.3
Yaadan Teriyan,Himesh Reshammiya,Bollywood Sad,Dil Diya Hai,9.5
Is Shaane Karam Ka – Qawali,Nusrat Fateh Ali Khan,Bollywood Devotional,Kachche Dhaage,8.7
Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",Bollywood Romantic,Phir Wohi Dil Laya Hoon,8.8
Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",Bollywood Dance,Policegiri,8.6
Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",Bollywood Sad,NH 10,9.5
Jab Tum (Female),Shreya Ghoshal,Bollywood Romantic,Shaadi Abhi Baaki Hai,8.3
Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",Bollywood Romantic,Chandni,8.8
Kabhi Khushboo,K.K.,Bollywood Sad,Saaya,9.5
Matari Kotmari Tumba,Atul Kale,Bollywood Dance,Jis Desh Mein Ganga Rehta Hai,8.3
Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",Bollywood Dance,Rab Ne Bana Di Jodi,9.5
Horn OK Please,"Anushka Manchanda, Sukhwinder Singh, Yo Yo Honey Singh",Bollywood Dance,Dedh Ishqiya,8.5
Raah Mein Un Se,"Alka Yagnik, Kumar Sanu",Bollywood Dance Romantic,Vijaypath,8.6
Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,Bollywood Romantic,Dil Tera Deewana,9.1
Gudiya Rani,Lata Mangeshkar,Bollywood Dance,Lamhe,7.7
Saara Saara Din Tum Kaam Karoge,Kavita Krishnamurthy,Bollywood Romantic,Nigahen,7.8
Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",Bollywood Dance,Maine Pyar Kiya,8.7
Haila Haila,"Alka Yagnik, Udit Narayan",Bollywood Dance,Koi Mil Gaya,8.9
Dil Ye Ladaku,Monali Thakur,Bollywood Romantic,Saala Khadoos,9.5
Pyaar Se Pyaar,Abhijeet,Bollywood Dance,Raaz,9.2
Gunja Re Chandan,"Hemlata, Suresh Wadkar",Bollywood Romantic,Nadiya Ke Paar,7.8
Ek Garam Chai Ki Pyali,Anu Malik,Bollywood Dance,Har Dil Jo Pyar Karega,9.0
Noor E Khuda,"Adnan Sami, Shankar Ehsaan Loy, Shankar Mahadevan, Shreya Ghoshal",Bollywood Motivational,My Name is Khan,9.6
Saadi Galli Aaja (Remix),Ayushman Khurana,Bollywood Dance,Nautanki Saala,9.4
Tera Saath Ho,Falak Shabir,Bollywood Romantic,7 Welcome To London,9.5
Odhli Chunariya Tere Naam Ki,"Alka Yagnik, Kumar Sanu",Bollywood Dance,Pyaar Kiya To Darna Kya,8.5
Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,Bollywood Dance,Asli Naqli,8.8
Parinda,Pardeep Sran,Bollywood,Jab Harry Met Sejal,9.6
Naraaz Savera Hai,Kumar Sanu,Bollywood Sad,Sangharsh,9.2
Tumse Pyar Ho Gaya,"Mili Nair, Neeti Mohan",Bollywood Dance,Shaadi Ke Side Effects,9.3
Jaane Ye Kya Hua,KK,Bollywood Romantic,Karthik Calling Karthik,9.7
Yeh Haseen Vadiyan Yeh Khula Aasman,"K. S. Chithra, S. P. Balasubramanyam",Bollywood Romantic,Roja,9.1
Yaariyan Mashup,Multiple,Bollywood Dance,Yaariyan,9.0
Main Hoon Roop Ki Rani,Kavita Krishnamurthy,Bollywood Dance,Roop Ki Rani Choron Ka Raja,8.8
Prem Jogan Ban Ke,Ustad Bade Ghulam Ali,Bollywood Sad,Mughal-E-Azam,9.4
Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",Bollywood Dance,Mawaali,8.6
Dil Jaane Jigar Tujhpe Nisar Kiya Hai,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Saajan Chale Sasural,8.5
Ye Awaaz Hai,Monali Thakur,Bollywood Sad,Indu Sarkar,9.2
Jawani Ki Rail Kahin Choot Na Jaye,"Anuradha, Shabbir Kumar",Bollywood Dance,Coolie,8.0
Kuch To Baaki Hai,Himesh Reshammiya,Bollywood Sad,Milenge Milenge,9.5
Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",Bollywood Romantic,Ek Musafir Ek Hasina,9.1
Kay Sera Sera,"Kavita Krishnamurthy, Shankar Mahadevan",Bollywood Dance,Pukar,9.4
Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",Bollywood Dance,C.I.D,9.0
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,Bollywood Romantic,Kalyug,9.2
Ek Tha Tiger Mashup,Multiple,Bollywood Dance,Ek Tha Tiger,9.4
Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",Bollywood Dance,Special 26,8.8
Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,Bollywood Romantic,Mughal-E-Azam,8.9
Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",Bollywood Dance,Ajnabee,9.1
Shikayat Hai,Roop Kumar Rathod,Bollywood Sad,Jism,9.3
Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",Bollywood Dance,Biwi No.1,9.0
Ruk Ja O Janewali Ruk Ja,Mukesh,Bollywood Dance,Kanhaiya,8.9
Majboor Tu Bhi Kahin,Amit Mishra,Bollywood Sad,1920 - Evil Returns,8.9
Soniye Mil Ja,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Aaja Nachle,9.6
Aao Milo Chalo,"Shaan, Ustad Sultan Khan",Bollywood Dance,Jab We Met,9.7
Happy Ending,"Abhijeet Sawant, Debojit Saha, Harshit Saxena",Bollywood Dance,Tees Maar Khan,9.3
O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,Bollywood Dance,Bandini,9.0
Meri Qismat Men Tu Nahin Shayad,"Lata Mangeshkar, Suresh Wadkar",Bollywood Sad,Prem Rog,8.0
Chanchal Mann Ati Random,Divya Kumar,Bollywood Dance,Shuddh Desi Romance,8.5
Purza,Arijit Singh,Bollywood Dance,Akira,9.0
Ab Mujhko Jeena,Zubeen Garg,Bollywood Dance,Aashayein,9.6
Dheemi Dheemi,Hariharan,Bollywood Romantic,1947: Earth,9.4
Dil Me Kayi Armaan,Aaman Trikha,Bollywood Sad,Yeh Hai Judgement Hanged Till Death,9.5
Aahista Aahista,"Lucky Ali, Shreya Ghoshal",Bollywood Romantic,Bachna Ae Haseeno,9.1
Sooraj Dooba Hai Yaron (Remix),"Aditi Singh Sharma, Arijit Singh",Bollywood Dance,Roy,9.4
O Aasman Wale,Sonu Nigam,Bollywood Sad,Aaja Meri Jaan,8.5
Bawla Sa Sapna,"Chorus, Diva",Bollywood Dance,Shaadi Ke Side Effects,9.2
Bheegh Loon (Male),Ankit Tiwari,Bollywood Romantic,Khamoshiyan,9.4
The Mutton Song,Krishna Beura,Bollywood Dance,Love Ka The End,9.1
Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",Bollywood Dance,Professor,9.1
Mein Sharabi (Remix),Yo Yo Honey Singh,Bollywood Dance,Cocktail,9.4
Poore Se Zara Sa Kam Hain,Rashid Khan,Bollywood Sad,Mausam,9.4
Brothers Mashup,Multiple,Bollywood Dance,Brothers,9.4
Mili Khaak Mein Mohabbat,Mohammed Rafi,Bollywood Sad,Chaudhvin Ka Chand,9.0
Laila Majnu,"Javed Ali, Monali Thakur",Bollywood Dance,Awesome Mausam,8.8
Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",Bollywood Dance,Dhamaal,9.2
Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",Bollywood Sad,Kala Bazar,9.2
Anandoloke,Clinton Cerejo,Bollywood Dance,Kahaani 2,9.6
Kahan Chal Diye Idhar To Aao,Mohammed Rafi,Bollywood Romantic,Jhuk Gaya Aasman,9.1
Aaya Aaya Toofan,Kishore Kumar,Bollywood Dance,Toofan,8.4
Monta Re,Amit Trivedi,Bollywood Sad,Lootera,9.7
Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",Bollywood Dance,Mere Mehboob,8.6
Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,Bollywood Dance,Asli Naqli,9.1
Saiyan Se Chhup Ke,"Anuradha Paudwal, Udit Narayan",Bollywood Dance,Beta,6.9
Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Jab Pyar Kisi Se Hota Hai,9.1
G Phaad Ke (Remix),"Divya Kumar, Shefali Alvarez",Bollywood Dance,Happy Ending,9.4
Mere Maula,"Kailash Kher, Richa Sharma",Bollywood Sad,Khakee,9.5
Sajna Ve,Rahat Fateh Ali Khan,Bollywood Sad,Life is Beautiful,9.4
